200208,湖州市,新市镇梅林村1,30.623623195814393,120.266529662906
201146,湖州市,新安镇下舍村,30.55904294783895,120.19242488948792
200452,湖州市,建国村,30.90969986847865,120.09065420987191
200269,湖州市,双林镇曹桥村,30.791663677293773,120.28441123087909
200269,湖州市,双林镇曹桥村,30.791663677293773,120.28441123087909
200473,湖州市,北堡村,30.777003129669225,120.40183399648062
201655,湖州市,梅溪石龙村,30.792428732363614,119.81196001430196
201186,湖州市,大钱村联营站,30.926797441665084,120.18428476565157
200900,湖州市,吴城村,31.111779513698472,119.90678350722258
201859,湖州市,孝丰镇赋石村,30.63876666346473,119.51209208592931
200839,湖州市,花林村2,30.758912200686762,120.41212616657297
200839,湖州市,花林村2,30.758912200686762,120.41212616657297
200267,湖州市,织里镇云村村,30.84919726454556,120.27367888210378
200227,湖州市,凤凰明珠,30.882872116856664,120.08879468961878
201838,湖州市,三洲山,0,0
216642,湖州市,梅溪龙口村2,30.802474716339905,119.75514869183283
200492,湖州市,西西那堤2,0,0
201001,湖州市,递铺镇老庄村,30.63794596904743,119.69274805049754
201857,湖州市,马军巷,30.871184164025088,120.11103447390917
202000,湖州市,姚庄村1,30.735348454342667,120.45789238262722
211626,湖州市,施家村关帝庙,30.869825137524252,119.8821379826239
200715,湖州市,连心村联营站1,30.972869586571775,119.76690548797443
200307,湖州市,二界岭村2,30.965877931756175,119.61102635871111
216825,湖州市,菱湖地税分局,30.720285724700695,120.19207600110242
201714,湖州市,新市镇谷门村,30.655539626440966,120.28995920433586
201714,湖州市,新市镇谷门村,30.655539626440966,120.28995920433586
201306,湖州市,织里镇旧馆村1,30.844484154378648,120.28490797047016
201020,湖州市,青塘小区,30.888392973342473,120.10072513091038
200898,湖州市,凌家堰1,0,0
201325,湖州市,溪龙徐村湾村,0,0
201325,湖州市,溪龙徐村湾村,0,0
201754,湖州市,新庙里村,30.758547501722692,120.13524662987899
200816,湖州市,陆家斗村1,30.78162869922932,120.27325991241393
200265,湖州市,杨家埠镇胡子兜村,30.875604057121976,120.08337339879826
216781,湖州市,工业和医疗废物处置中心,0,0
201224,湖州市,朱家兜,30.904024516987366,120.15948630094658
200917,湖州市,都市家园,30.857233830737844,120.11441567878093
217374,湖州市,武康镇阿里杜巴,30.556114308489065,119.98390547595027
212947,湖州市,大洋村芙蓉潭,30.820850286591025,120.25809551469317
201794,湖州市,乾元镇务前街,30.555791710935456,120.0908272998691
201060,湖州市,双林镇古龙苑,30.778287111254524,120.3373137161589
201161,湖州市,溪龙溪龙村,30.764021480250193,119.77686896179256
200263,湖州市,八里店镇移沿山,30.832142953317025,120.20927151788635
200856,湖州市,李家村塔岭脚N,30.89131191342665,120.00159401603538
200284,湖州市,古楼港村,0,0
201569,湖州市,金泉花园4,30.88125982908545,120.09616230485216
200570,湖州市,清河嘉园2,30.856837298563928,120.08662140203069
201180,湖州市,武康镇阳光花园,30.539651791632902,119.98533844391673
201180,湖州市,武康镇阳光花园,30.539651791632902,119.98533844391673
200385,湖州市,陈家浜村2,30.965576735913626,119.95243847532588
211397,湖州市,八里店镇已拆迁4,30.867517408957934,120.20795785387467
201365,湖州市,菱湖镇新墩小区化学厂宿舍,30.81483213151611,119.68149453720434
201037,湖州市,天荒坪镇余村村,30.52614342036628,119.62770598492882
201996,湖州市,递铺镇紫竹山庄,30.638192123960067,119.71528177741861
200835,湖州市,东王村1,30.99447961065398,120.06108843782546
200835,湖州市,东王村1,30.99447961065398,120.06108843782546
201262,湖州市,双林镇坞仁村,30.834957627747247,120.34130614965898
201281,湖州市,东王村3,30.99447961065398,120.06108843782546
201281,湖州市,东王村3,30.99447961065398,120.06108843782546
216270,湖州市,妇保医院2,0,0
201323,湖州市,环渚乡万安村,30.883090724754656,120.1235266148565
201323,湖州市,环渚乡万安村,30.883090724754656,120.1235266148565
202099,湖州市,新市镇子思桥村,30.621644554425835,120.28409962396887
216268,湖州市,织里镇珍贝小区,30.88573297928821,120.10762590395667
217025,湖州市,新庙里村2,30.758547501722692,120.13524662987899
201689,湖州市,玉泉村2,30.9421802403433,119.70950347932738
202015,湖州市,织里镇大邾村2,30.884532447275493,120.2831287066279
201464,湖州市,八里店前村1,0,0
201464,湖州市,八里店前村1,0,0
201064,湖州市,画溪村2,31.004978686044577,119.86436999460287
200860,湖州市,织里镇增圩村1,30.867918937158418,120.29807129924367
200656,湖州市,双林镇虹桥南村新农民新村,30.778287111254524,120.3373137161589
200269,湖州市,双林镇曹桥村,30.791663677293773,120.28441123087909
201165,湖州市,南浔镇永联村2,30.784545310119295,120.45624272630396
216011,湖州市,河西新村,30.84849301800227,120.25405656603547
201186,湖州市,大钱村联营站,30.926797441665084,120.18428476565157
216072,湖州市,广都花园东区,0,0
201268,湖州市,二界岭村1,30.965877931756175,119.61102635871111
201268,湖州市,二界岭村1,30.965877931756175,119.61102635871111
201777,湖州市,乾元镇南街商住楼,30.554426409235564,120.09471513467558
200839,湖州市,花林村2,30.758912200686762,120.41212616657297
201960,湖州市,庆丰村2,30.762754193514578,120.18589025319123
216806,湖州市,电力设计院,0,0
216642,湖州市,梅溪龙口村2,30.802474716339905,119.75514869183283
201287,湖州市,丰登村2,30.76673353586051,120.47251773955045
201878,湖州市,杨家巷村,30.704676868978765,120.18856434969435
218314,湖州市,白雀港溪家园,30.83051609008606,119.61594858692253
216478,湖州市,新飞蝶粘胶带有限公司,0,0
201592,湖州市,青草坞村,30.936074830793526,120.00660785164608
211584,湖州市,双丰村,30.93009267194421,120.2045061320204
