"'['||S.BUILDING_ID||']'","LATN_NAME","BUILDING_NAME"
"[735342]","杭州市","杭州欧硕清洗设备有限公司"
"[735343]","杭州市","杭州谱尔新能源科技有限公司"
"[735344]","杭州市","杭州谱声电子有限公司"
"[735345]","杭州市","杭州千麦信息科技有限公司"
"[735346]","杭州市","杭州千麦医学检验所有限公司"
"[735347]","杭州市","杭州钱江万胜电器制造有限公司"
"[735348]","杭州市","杭州钱江压缩机有限公司"
"[735349]","杭州市","杭州情怀食品有限公司"
"[735350]","杭州市","杭州日通汽车维修有限公司"
"[735351]","杭州市","杭州锐创工贸有限公司"
"[735352]","杭州市","杭州睿登科技有限公司"
"[735353]","杭州市","杭州尚扬展览展示有限公司"
"[735354]","杭州市","杭州申昊科技股份有限公司"
"[735355]","杭州市","杭州市环境信息中心"
"[735356]","杭州市","杭州市现代汽车维修职业培训学校"
"[735357]","杭州市","杭州市余杭区人民政府余杭街道办事处"
"[735358]","杭州市","杭州顺豪橡胶工程有限公司"
"[735359]","杭州市","杭州思瑞特绣品服饰有限公司"
"[735360]","杭州市","杭州天辰称重设备有限公司"
"[735361]","杭州市","杭州天设机械设备有限公司"
"[735362]","杭州市","杭州图瑞生物科技有限公司"
"[735363]","杭州市","杭州妥爱沐医疗器械有限公司"
"[735364]","杭州市","杭州文林机械有限公司"
"[735365]","杭州市","杭州沃港装饰材料有限公司"
"[735366]","杭州市","杭州翔升实业有限公司"
"[735367]","杭州市","杭州项淮机械科技有限公司"
"[735368]","杭州市","杭州兴达亚佳鞋业有限公司"
"[735369]","杭州市","杭州修格机械有限公司"
"[735370]","杭州市","杭州亚特照明电器有限公司"
"[735371]","杭州市","杭州余杭华卓机动车排气检测服务有限公司"
"[735372]","杭州市","杭州余杭金星股份经济合作社"
"[735373]","杭州市","杭州余杭水务有限公司水务设施安装分公司"
"[735374]","杭州市","杭州余杭水务有限公司余杭分公司"
"[735375]","杭州市","杭州余杭中天仪表有限公司"
"[735376]","杭州市","杭州余勋机械制造有限公司"
"[735377]","杭州市","杭州禹航电器有限公司"
"[735378]","杭州市","杭州载力科技有限公司"
"[735379]","杭州市","杭州正航实业有限公司"
"[735380]","杭州市","杭州志达光电有限公司"
"[735381]","杭州市","杭州志达光学仪器有限公司"
"[735382]","杭州市","利河伯（杭州）机械科技有限公司"
"[735383]","杭州市","松仁(杭州)纸塑包装制品有限公司"
"[735384]","杭州市","松仁（杭州）纸塑包装制品有限公司"
"[735385]","杭州市","浙江归创医疗器械有限公司"
"[735386]","杭州市","浙江航洋通信科技有限公司"
"[735387]","杭州市","浙江华正新材料股份有限公司"
"[735388]","杭州市","浙江美伦科技集团有限公司"
"[735389]","杭州市","浙江千麦司法鉴定中心"
"[735390]","杭州市","中国平安财产保险股份有限公司杭州市余杭支公司"
"[735391]","杭州市","中国人民财产保险股份有限公司杭州市分公司"
"[735392]","杭州市","中国人民财产保险股份有限公司杭州市武林支公司"
"[735393]","杭州市","中国石化销售有限公司浙江杭州石油分公司"
"[735394]","杭州市","中国银行杭州市余杭支行"
"[735395]","杭州市","中联重科股份有限公司"
"[735400]","杭州市","玉榕庄会所"
"[735426]","杭州市","闲林中心小学"
"[735447]","杭州市","仓前镇人民政府"
"[735448]","杭州市","杭州澳枫涂料有限公司"
"[735449]","杭州市","杭州百安居建筑科技有限公司"
"[735450]","杭州市","杭州贝蒂包装制品有限公司"
"[735451]","杭州市","杭州彩派工贸有限公司"
"[735452]","杭州市","杭州长木机械修配有限公司"
"[735453]","杭州市","杭州辰腾水务机械有限公司"
"[735454]","杭州市","杭州典昌装饰工程有限公司"
"[735455]","杭州市","杭州东晟合复合材料有限公司"
"[735456]","杭州市","杭州多特机械制造有限公司"
"[735457]","杭州市","杭州恩飞工贸有限公司"
"[735458]","杭州市","杭州恩拓橡塑有限公司"
"[735459]","杭州市","杭州菲沃家私制造有限公司"
"[735460]","杭州市","杭州甘人印务有限公司"
"[735461]","杭州市","杭州港华家具有限公司"
"[735462]","杭州市","杭州高发塑化有限公司"
"[735463]","杭州市","杭州高联仪器设备有限公司"
"[735464]","杭州市","杭州格欣电动车有限公司"
"[735465]","杭州市","杭州功诚自动化设备有限公司"
"[735466]","杭州市","杭州国泰机械有限公司余杭分公司"
"[735468]","杭州市","杭州汉特建材有限公司"
"[735469]","杭州市","杭州杭智机器人有限公司"
"[735470]","杭州市","杭州恒滤膜技术工程有限公司"
"[735471]","杭州市","杭州恒信化工助剂有限公司"
"[735472]","杭州市","杭州恒旭装饰工程有限公司"
"[735473]","杭州市","杭州华特电焊条有限公司"
"[735474]","杭州市","杭州华新净水有限公司"
"[735475]","杭州市","杭州华意汽配有限公司"
"[735476]","杭州市","杭州辉标科技有限公司"
"[735477]","杭州市","杭州吉士食品有限公司"
"[735478]","杭州市","杭州佳合舞台设备有限公司"
"[735479]","杭州市","杭州金创塑胶有限公司"
"[735480]","杭州市","杭州金达莱包装设备有限公司"
"[735481]","杭州市","杭州精益标准件有限公司"
"[735482]","杭州市","杭州凯宏膜技术有限公司"
"[735483]","杭州市","杭州蓝宇净化设备工程有限公司"
"[735484]","杭州市","杭州灵杰电器有限公司"
"[735485]","杭州市","杭州目舒科技有限公司"
"[735486]","杭州市","杭州纳兴机械有限公司"
"[735487]","杭州市","杭州欧迪芬化妆品有限公司"
"[735488]","杭州市","杭州欧拓汽车配件有限公司"
"[735489]","杭州市","杭州欧卓净化机械有限公司"
"[735490]","杭州市","杭州千禾包装有限公司"
"[735491]","杭州市","杭州琴宇坊家具有限公司"
"[735492]","杭州市","杭州仁杉科技有限公司"
"[735493]","杭州市","杭州锐凯电子有限公司"
"[735494]","杭州市","杭州三深纺织有限公司"
"[735495]","杭州市","杭州邵诚塑胶有限公司"
"[735496]","杭州市","杭州圣夫岛家居用品有限公司"
"[735497]","杭州市","杭州市西湖区安家布艺行"
"[735498]","杭州市","杭州市余杭区仓前镇高桥村村民委员会"
"[735499]","杭州市","杭州特尔泰电线电缆有限公司"
"[735500]","杭州市","杭州腾耀园林绿化工程有限公司"
"[735501]","杭州市","杭州天络钢结构有限公司"
"[735502]","杭州市","杭州万泰塑胶有限公司"
"[735503]","杭州市","杭州伟图箱包制品有限公司"
"[735504]","杭州市","杭州新康思户外用品有限公司"
"[735506]","杭州市","杭州兴杰包装有限公司"
"[735507]","杭州市","杭州星意合成革有限公司"
"[735508]","杭州市","杭州秀朴教育咨询有限公司"
"[735509]","杭州市","杭州玄亨贸易有限公司"
"[735510]","杭州市","杭州杨达机械设备有限公司"
"[735511]","杭州市","杭州一工科技有限公司"
"[735513]","杭州市","杭州永强磁业有限公司"
"[735514]","杭州市","杭州甬能信息技术有限公司"
"[735515]","杭州市","杭州余杭佳意金属网带制造有限责任公司"
"[735517]","杭州市","杭州余杭区仓前街道张朋副食品店"
"[735519]","杭州市","杭州震骁照明电器有限公司"
"[735520]","杭州市","杭州正尊电器有限公司"
"[735521]","杭州市","杭州中和橡塑制品有限公司"
"[735522]","杭州市","深圳市居众装饰设计工程有限公司"
"[735523]","杭州市","余杭区仓前镇和睦信息服务部"
"[735524]","杭州市","浙江杭州余杭农村合作银行"
"[735525]","杭州市","浙江杭州余杭农村商业银行股份有限公司仓前支行"
"[735526]","杭州市","浙江星杭汽车有限公司"
"[735548]","杭州市","创意大厦B幢"
"[735553]","杭州市","富阳电信东洲支局"
"[735555]","杭州市","幼儿园"
"[735558]","杭州市","大运盈通(北京)数码科技有限公司杭州分公司"
"[735559]","杭州市","杭州艾比莉家居用品有限公司"
"[735560]","杭州市","杭州艾力特音频技术有限公司"
"[735561]","杭州市","杭州爱力领富科技有限公司"
"[735562]","杭州市","杭州爱众服饰有限公司"
"[735563]","杭州市","杭州安力科技有限公司"
"[735564]","杭州市","杭州奥克斯置业有限公司"
"[735565]","杭州市","杭州百佳遮阳蓬有限公司"
"[735566]","杭州市","杭州邦林热熔胶有限公司"
"[735567]","杭州市","杭州比特教育咨询有限公司"
"[735568]","杭州市","杭州丙甲科技有限公司"
"[735569]","杭州市","杭州财通实业科技有限公司"
"[735570]","杭州市","杭州持正科技股份有限公司"
"[735571]","杭州市","杭州传邦带网络技术有限公司"
"[735572]","杭州市","杭州传恒科技有限公司"
"[735573]","杭州市","杭州创美包装印刷有限公司"
"[735574]","杭州市","杭州鼎隆自动化设备有限公司"
"[735575]","杭州市","杭州东庆橡胶有限公司"
"[735576]","杭州市","杭州东升电线有限公司"
"[735577]","杭州市","杭州法莱渔具制造有限公司"
"[735578]","杭州市","杭州孚众液压机械制造有限公司"
"[735579]","杭州市","杭州高裕电子科技有限公司"
"[735580]","杭州市","杭州亘幄电子科技有限公司"
"[735581]","杭州市","杭州杭定电子产品有限公司"
"[735582]","杭州市","杭州和池水务有限公司"
"[735583]","杭州市","杭州恒华食品有限公司"
"[735584]","杭州市","杭州厚明装饰材料有限公司"
"[735585]","杭州市","杭州华易鞋业有限公司"
"[735586]","杭州市","杭州华裕实业有限公司"
"[735587]","杭州市","杭州汇莱品牌管理有限公司"
"[735588]","杭州市","杭州佳谷数控技术有限公司"
"[735589]","杭州市","杭州金闪钥达科贸有限公司"
"[735590]","杭州市","杭州景生木业机械有限公司"
"[735591]","杭州市","杭州炬华科技股份有限公司"
"[735592]","杭州市","杭州珏远电子商务有限公司"
"[735593]","杭州市","杭州凯名庞德生物科技有限公司"
"[735594]","杭州市","杭州扣特科技有限公司"
"[735595]","杭州市","杭州坤诺电子有限公司"
"[735596]","杭州市","杭州朗优科技有限公司"
"[735597]","杭州市","杭州理康塑料薄膜有限公司"
"[735598]","杭州市","杭州力士机械有限公司"
"[735599]","杭州市","杭州利东科技有限公司"
"[735600]","杭州市","杭州隆基生物技术有限公司"
"[735601]","杭州市","杭州迈特科科技有限公司"
"[735602]","杭州市","杭州名希生物科技有限公司"
"[735603]","杭州市","杭州欧海木业有限公司"
"[735604]","杭州市","杭州普昂医疗科技有限公司"
"[735605]","杭州市","杭州谱地新能源科技有限公司"
"[735606]","杭州市","杭州钱神实业有限公司"
"[735607]","杭州市","杭州青柯电子商务有限公司"
"[735608]","杭州市","杭州仁贤包装制品有限公司"
"[735609]","杭州市","杭州赛凯生物技术有限公司"
"[735610]","杭州市","杭州赛腾消防安全科技有限公司"
"[735611]","杭州市","杭州三氏伟业节能建材有限公司"
"[735613]","杭州市","杭州上拓环境科技有限公司"
"[735614]","杭州市","杭州时间轴科技有限公司"
"[735615]","杭州市","杭州世创电子技术有限公司"
"[735616]","杭州市","杭州世导通讯有限公司"
"[735618]","杭州市","杭州市余杭区仓前中心幼儿园"
"[735619]","杭州市","杭州束丽贸易有限公司"
"[735620]","杭州市","杭州顺豪橡胶工程有限公司"
"[735621]","杭州市","杭州唐维科技有限公司"
"[735622]","杭州市","杭州天长通信设备有限公司"
"[735623]","杭州市","杭州天创环境科技股份有限公司"
"[735624]","杭州市","杭州天扬机械有限公司"
"[735625]","杭州市","杭州天翼环境技术有限公司"
"[735626]","杭州市","杭州天盈金属制品有限公司"
"[735627]","杭州市","杭州微先贸易有限公司"
"[735628]","杭州市","杭州吴琼金属制品有限公司"
"[735629]","杭州市","杭州五木科技有限公司"
"[735630]","杭州市","杭州新迪贸易有限公司"
"[735631]","杭州市","杭州新嘉龙商标印刷有限公司"
"[735632]","杭州市","杭州新坐标科技股份有限公司"
"[735634]","杭州市","杭州易随科技有限公司"
"[735635]","杭州市","杭州永达蓝制衣有限公司"
"[735636]","杭州市","杭州永矿科技有限公司"
"[735637]","杭州市","杭州友陌科技有限公司"
"[735638]","杭州市","杭州余杭仓旺塑胶有限公司"
"[735640]","杭州市","杭州云立维科技服务有限公司"
"[735641]","杭州市","杭州增通塑料有限公司"
"[735642]","杭州市","杭州展尚家居有限公司"
"[735643]","杭州市","杭州浙达精益机电技术股份有限公司"
"[735644]","杭州市","南京银行股份有限公司杭州分行"
"[735645]","杭州市","微泰医疗器械（杭州）有限公司"
"[735646]","杭州市","浙江大运盈通数据信息服务外包有限公司"
"[735647]","杭州市","浙江海聚科技有限公司"
"[735648]","杭州市","浙江华方生命科技有限公司"
"[735649]","杭州市","浙江华芯科技有限公司"
"[735650]","杭州市","浙江佳翔辐照技术有限公司"
"[735651]","杭州市","浙江杰特生物技术有限公司"
"[735652]","杭州市","浙江开创环保科技有限公司"
"[735653]","杭州市","浙江绿晶香精有限公司"
"[735654]","杭州市","浙江省电信有限公司余杭区分公司余杭支局"
"[735655]","杭州市","浙江始祖鸟进出口有限公司"
"[735656]","杭州市","浙江正元智慧科技股份有限公司"
"[735657]","杭州市","浙江至美环境科技有限公司"
"[735659]","杭州市","中保财产保险有限公司杭州市西湖支公司"
"[735660]","杭州市","中国电信股份有限公司杭州余杭区分公司"
"[735661]","杭州市","中国电信余杭分公司"
"[735662]","杭州市","中国农业银行浙江省分行营业部"
"[735663]","杭州市","中国人民保险公司杭州市西湖支公司"
"[735664]","杭州市","诸暨世纪东方环保设备有限公司"
"[735667]","杭州市","仓前镇人民政府"
"[735668]","杭州市","大运盈通（北京）数码科技有限公司"
"[735669]","杭州市","杭州安通科技有限公司"
"[735670]","杭州市","杭州安通招商投资服务有限公司"
"[735671]","杭州市","杭州昂世建筑节能科技有限公司"
"[735672]","杭州市","杭州百佳遮阳蓬有限公司"
"[735673]","杭州市","杭州宝力康华置业有限公司"
"[735674]","杭州市","杭州持正科技股份有限公司"
"[735675]","杭州市","杭州磁控科技有限公司"
"[735676]","杭州市","杭州大能信息技术有限公司"
"[735677]","杭州市","杭州得诚电力科技有限公司"
"[735678]","杭州市","杭州德泰人防设备有限公司"
"[735679]","杭州市","杭州迪安生物技术有限公司"
"[735680]","杭州市","杭州鼎隆自动化设备有限公司"
"[735681]","杭州市","杭州东源生物科技有限公司"
"[735682]","杭州市","杭州杜易科技有限公司"
"[735683]","杭州市","杭州恩玖软件有限公司"
"[735684]","杭州市","杭州菲英汽车零部件有限公司"
"[735685]","杭州市","杭州粉蝴蝶摄影有限公司"
"[735686]","杭州市","杭州孚众液压机械制造有限公司"
"[735687]","杭州市","杭州福玛泰医药科技有限公司"
"[735688]","杭州市","杭州高裕电子科技有限公司"
"[735689]","杭州市","杭州功诚自动化设备有限公司"
"[735690]","杭州市","杭州广昭科技有限公司"
"[735691]","杭州市","杭州海询科技有限公司"
"[735692]","杭州市","杭州瀚鼎悦医药科技有限公司"
"[735693]","杭州市","杭州杭智机器人有限公司"
"[735694]","杭州市","杭州好意点文化创意有限公司"
"[735695]","杭州市","杭州后望网络科技有限公司"
"[735696]","杭州市","杭州厚明装饰材料有限公司"
"[735697]","杭州市","杭州汇莱品牌管理有限公司"
"[735698]","杭州市","杭州佳和纸业有限公司"
"[735699]","杭州市","杭州金蔷薇教育咨询有限公司"
"[735700]","杭州市","杭州锦腾制冷设备有限公司"
"[735701]","杭州市","杭州竞达电子有限公司"
"[735703]","杭州市","杭州炬华科技股份有限公司"
"[735704]","杭州市","杭州康明电子设备有限公司"
"[735705]","杭州市","杭州科巢生物科技有限公司"
"[735706]","杭州市","杭州乐磐装饰工程有限公司"
"[735707]","杭州市","杭州力晟电子技术有限公司"
"[735708]","杭州市","杭州立泊自动化设备有限公司"
"[735709]","杭州市","杭州利东科技有限公司"
"[735710]","杭州市","杭州隆基生物技术有限公司"
"[735711]","杭州市","杭州鲁尔能源科技有限公司"
"[735712]","杭州市","杭州麦旺电子商务有限公司"
"[735713]","杭州市","杭州铭哲磁电科技有限公司"
"[735714]","杭州市","杭州慕仁企业管理有限公司"
"[735715]","杭州市","杭州南华科技有限公司"
"[735716]","杭州市","杭州尼莫信息技术有限公司"
"[735717]","杭州市","杭州纽顿科技有限公司"
"[735718]","杭州市","杭州欧快餐饮管理有限公司"
"[735719]","杭州市","杭州欧兰迪遮阳技术有限公司"
"[735720]","杭州市","杭州普安科技有限公司"
"[735721]","杭州市","杭州普朗克电子科技有限公司"
"[735722]","杭州市","杭州普天新能源工程有限公司"
"[735723]","杭州市","杭州谱地新能源科技有限公司"
"[735724]","杭州市","杭州钱神实业有限公司"
"[735725]","杭州市","杭州瑞恩建材有限公司"
"[735726]","杭州市","杭州三盛复合材料有限公司"
"[735727]","杭州市","杭州杉帝科技有限公司"
"[735728]","杭州市","杭州申昊科技股份有限公司"
"[735729]","杭州市","杭州世导通讯有限公司"
"[735730]","杭州市","杭州市公安局余杭区分局交通警察大队"
"[735731]","杭州市","杭州思客医学科技有限公司"
"[735732]","杭州市","杭州唐维科技有限公司"
"[735733]","杭州市","杭州淘购电子商务有限公司"
"[735734]","杭州市","杭州天创环境科技股份有限公司"
"[735735]","杭州市","杭州天扬机械有限公司"
"[735736]","杭州市","杭州天盈金属制品有限公司"
"[735737]","杭州市","杭州同济测绘有限公司"
"[735738]","杭州市","杭州网麦贸易有限公司"
"[735739]","杭州市","杭州沃实环保科技有限公司"
"[735740]","杭州市","杭州五木科技有限公司"
"[735741]","杭州市","杭州习聚网络技术有限公司"
"[735742]","杭州市","杭州新坐标科技股份有限公司"
"[735743]","杭州市","杭州益橙科技有限公司"
"[735744]","杭州市","杭州英杰电子有限公司"
"[735745]","杭州市","杭州游华仪器设备有限公司"
"[735746]","杭州市","杭州余杭奥得原信息科技有限公司"
"[735747]","杭州市","杭州余杭创新投资有限公司"
"[735749]","杭州市","杭州云立维科技服务有限公司"
"[735750]","杭州市","杭州哲璞环境工程有限公司"
"[735751]","杭州市","杭州浙达精益机电技术股份有限公司"
"[735752]","杭州市","杭州中美华东制药有限公司"
"[735753]","杭州市","杭州筑宝建材有限公司"
"[735754]","杭州市","华润雪花啤酒(浙江)股份有限公司"
"[735755]","杭州市","联强国际贸易（中国）有限公司杭州分公司"
"[735756]","杭州市","墨非天时布业（杭州）有限公司"
"[735757]","杭州市","新时代信托股份有限公司"
"[735758]","杭州市","奕玄通（杭州）信息科技有限公司"
"[735759]","杭州市","浙江大运盈通数据信息服务外包有限公司"
"[735760]","杭州市","浙江高图印务有限公司"
"[735761]","杭州市","浙江海聚科技有限公司"
"[735762]","杭州市","浙江海牛环境科技有限公司"
"[735763]","杭州市","浙江鸿拓生物技术有限公司"
"[735764]","杭州市","浙江华方生命科技有限公司"
"[735765]","杭州市","浙江淮悦电子科技有限公司"
"[735766]","杭州市","浙江佳翔辐照技术有限公司"
"[735767]","杭州市","浙江绿晶香精有限公司"
"[735768]","杭州市","浙江诺尔康神经电子科技股份有限公司"
"[735769]","杭州市","浙江世导服饰有限公司"
"[735770]","杭州市","浙江新宇贸易有限公司"
"[735771]","杭州市","浙江易纺数码纺织有限公司"
"[735772]","杭州市","浙江振丰建设有限公司"
"[735773]","杭州市","浙江正元智慧科技股份有限公司"
"[735774]","杭州市","浙江中益信息科技有限公司"
"[735775]","杭州市","浙江助跑者网络科技有限公司"
"[735784]","杭州市","仓前镇人民政府"
"[735785]","杭州市","大运盈通（北京）数码科技有限公司"
"[735787]","杭州市","杭州爱众服饰有限公司"
"[735788]","杭州市","杭州百拓汽车零部件有限公司"
"[735789]","杭州市","杭州彬腾科技有限公司"
"[735790]","杭州市","杭州冰特科技股份有限公司"
"[735791]","杭州市","杭州彩点科技有限公司"
"[735792]","杭州市","杭州菜鸟物业管理有限公司"
"[735793]","杭州市","杭州陈氏玻雕制品有限公司"
"[735794]","杭州市","杭州承扬自动化科技有限公司"
"[735795]","杭州市","杭州持正科技股份有限公司"
"[735796]","杭州市","杭州创瑞房地产代理有限公司"
"[735797]","杭州市","杭州鼎隆自动化设备有限公司"
"[735798]","杭州市","杭州鼎沛科技有限公司"
"[735800]","杭州市","杭州杜易科技有限公司"
"[735801]","杭州市","杭州恩玖软件有限公司"
"[735802]","杭州市","杭州恩伦贸易有限公司"
"[735803]","杭州市","杭州泛琦仕电子商务有限公司"
"[735804]","杭州市","杭州粉蝴蝶摄影有限公司"
"[735805]","杭州市","杭州弗沙朗能源科技有限公司"
"[735806]","杭州市","杭州甘其食餐饮管理有限公司"
"[735807]","杭州市","杭州高科工贸有限公司"
"[735808]","杭州市","杭州海聚动力科技有限公司"
"[735809]","杭州市","杭州豪俊峰辉贸易有限公司"
"[735810]","杭州市","杭州好意点文化创意有限公司"
"[735811]","杭州市","杭州恒华食品有限公司"
"[735812]","杭州市","杭州恒力通印务有限公司"
"[735813]","杭州市","杭州恒生鼎汇科技有限公司"
"[735814]","杭州市","杭州后望网络科技有限公司"
"[735815]","杭州市","杭州华茂鞋业有限公司"
"[735816]","杭州市","杭州华谱智能科技有限公司"
"[735817]","杭州市","杭州华易鞋业有限公司"
"[735818]","杭州市","杭州混元信息科技有限公司"
"[735819]","杭州市","杭州佳百力电子商务有限公司"
"[735820]","杭州市","杭州经纬图书有限公司"
"[735821]","杭州市","杭州精诚电力设备有限公司"
"[735822]","杭州市","杭州景生木业机械有限公司"
"[735823]","杭州市","杭州净风水处理设备制造有限公司"
"[735824]","杭州市","杭州巨炬科技有限公司"
"[735825]","杭州市","杭州炬华科技股份有限公司"
"[735826]","杭州市","杭州炬九生物科技有限公司"
"[735827]","杭州市","杭州卷瓜网络有限公司"
"[735828]","杭州市","杭州科升纸塑制品有限公司"
"[735829]","杭州市","杭州坤诺电子有限公司"
"[735830]","杭州市","杭州朗优科技有限公司"
"[735831]","杭州市","杭州乐道战略材料研究院有限公司"
"[735832]","杭州市","杭州力尊复合材料有限公司"
"[735833]","杭州市","杭州邻汇网络科技有限公司"
"[735834]","杭州市","杭州隆基生物技术有限公司"
"[735835]","杭州市","杭州路遥化工贸易有限公司"
"[735836]","杭州市","杭州名希生物科技有限公司"
"[735837]","杭州市","杭州铭哲磁电科技有限公司"
"[735838]","杭州市","杭州摩恩电机有限公司"
"[735839]","杭州市","杭州南江电器有限公司制造分公司"
"[735840]","杭州市","杭州南科汽车传感器有限公司"
"[735841]","杭州市","杭州湃肽生化科技有限公司"
"[735842]","杭州市","杭州普昂医疗科技有限公司"
"[735843]","杭州市","杭州求是膜技术有限公司"
"[735844]","杭州市","杭州群目五金机械有限公司"
"[735845]","杭州市","杭州赛凯生物技术有限公司"
"[735846]","杭州市","杭州三盛复合材料有限公司"
"[735847]","杭州市","杭州尚林化工科技有限公司"
"[735848]","杭州市","杭州申昊科技股份有限公司"
"[735849]","杭州市","杭州胜满特电子科技有限公司"
"[735850]","杭州市","杭州施厚能源科技有限公司"
"[735851]","杭州市","杭州世鼎汽车传感科技有限公司"
"[735852]","杭州市","杭州市公安局余杭区分局交通警察大队"
"[735853]","杭州市","杭州殊贤科技有限公司"
"[735854]","杭州市","杭州树森服饰有限公司"
"[735855]","杭州市","杭州唐帝电子商务有限公司"
"[735856]","杭州市","杭州唐维科技有限公司"
"[735857]","杭州市","杭州天创环境科技股份有限公司"
"[735858]","杭州市","杭州天润新能源技术有限公司"
"[735859]","杭州市","杭州天扬机械有限公司"
"[735860]","杭州市","杭州五木科技有限公司"
"[735861]","杭州市","杭州新坐标科技股份有限公司"
"[735862]","杭州市","杭州易膜环保科技有限公司"
"[735863]","杭州市","杭州印迈机械有限公司"
"[735864]","杭州市","杭州尤卓品牌设计有限公司"
"[735865]","杭州市","杭州余杭仓旺塑胶有限公司"
"[735866]","杭州市","杭州余杭特种风机有限公司"
"[735868]","杭州市","杭州云立维科技服务有限公司"
"[735869]","杭州市","杭州赞福贸易有限公司"
"[735870]","杭州市","杭州增通塑料有限公司"
"[735871]","杭州市","杭州展尚家居有限公司"
"[735872]","杭州市","杭州卓然实业有限公司"
"[735873]","杭州市","金田豪迈（上海）贸易有限公司"
"[735874]","杭州市","绫致时装（天津）有限公司"
"[735875]","杭州市","微泰医疗器械（杭州）有限公司"
"[735876]","杭州市","奕玄通（杭州）信息科技有限公司"
"[735877]","杭州市","浙江必克新材料科技有限公司"
"[735879]","杭州市","浙江大运盈通数据信息服务外包有限公司"
"[735880]","杭州市","浙江高登消防科技有限公司"
"[735881]","杭州市","浙江华芯科技有限公司"
"[735882]","杭州市","浙江剑网扬新光电科技有限公司"
"[735883]","杭州市","浙江开创环保科技有限公司"
"[735884]","杭州市","浙江美名冷暖设备有限公司"
"[735885]","杭州市","浙江南源环境工程技术有限公司"
"[735886]","杭州市","浙江日风电气有限公司"
"[735887]","杭州市","浙江润丰能源工程有限公司"
"[735888]","杭州市","浙江省电信有限公司余杭分公司余杭支局"
"[735889]","杭州市","浙江时代在线电子商务有限公司"
"[735890]","杭州市","浙江顺丰速运有限公司"
"[735891]","杭州市","浙江稀瓷域机械科技有限公司"
"[735892]","杭州市","浙江星月生物科技股份有限公司"
"[735894]","杭州市","中国电信余杭分公司"
"[735895]","杭州市","中国农业银行浙江省分行营业部"
"[735896]","杭州市","诸暨世纪东方环保设备有限公司"
"[735907]","杭州市","优信拍（北京）信息科技有限公司"
"[735945]","杭州市","富阳艺伦仪表有限公司 "
"[735946]","杭州市","杭州方亚阀门制造有限公司 "
"[735955]","杭州市","联华华商"
"[735964]","杭州市","联华华商集团"
"[736083]","杭州市","广州锦红源电子科技有限公司"
"[736084]","杭州市","杭州埃吉森科技有限公司"
"[736085]","杭州市","杭州爱魅保健食品有限公司"
"[736086]","杭州市","杭州爱众服饰有限公司"
"[736087]","杭州市","杭州昂帆科技有限公司"
"[736088]","杭州市","杭州捕翼网络科技有限公司"
"[736089]","杭州市","杭州承扬自动化科技有限公司"
"[736090]","杭州市","杭州春雨广告有限公司"
"[736091]","杭州市","杭州达济信息技术有限公司"
"[736092]","杭州市","杭州大涵置业有限公司"
"[736093]","杭州市","杭州大搜车汽车服务有限公司"
"[736094]","杭州市","杭州德彩科技有限公司"
"[736095]","杭州市","杭州迪雅科技有限公司"
"[736096]","杭州市","杭州顶空电子商务有限公司"
"[736097]","杭州市","杭州东极美电子商务有限公司"
"[736098]","杭州市","杭州筏渡网络科技有限公司"
"[736099]","杭州市","杭州弗睿斯展览有限公司"
"[736100]","杭州市","杭州攻壳科技有限公司"
"[736101]","杭州市","杭州海川视野管理咨询有限公司"
"[736102]","杭州市","杭州黑驰马自动化科技有限公司"
"[736103]","杭州市","杭州恒生百川科技有限公司"
"[736104]","杭州市","杭州恒生鼎汇科技有限公司"
"[736105]","杭州市","杭州红花朵朵网络技术有限公司"
"[736106]","杭州市","杭州汇图网络科技有限公司"
"[736107]","杭州市","杭州慧略科技有限公司"
"[736108]","杭州市","杭州捷凯服饰有限公司"
"[736109]","杭州市","杭州金川文化创意有限公司"
"[736110]","杭州市","杭州久菲服饰有限公司"
"[736111]","杭州市","杭州居水屋网络科技有限公司"
"[736112]","杭州市","杭州俊鱼硅海信息科技有限公司"
"[736113]","杭州市","杭州骏通科技有限责任公司"
"[736114]","杭州市","杭州珺雅科技有限公司"
"[736115]","杭州市","杭州凯尚网络科技有限公司"
"[736116]","杭州市","杭州科威进出口有限公司"
"[736117]","杭州市","杭州可靠护理用品股份有限公司"
"[736118]","杭州市","杭州肯易电子商务有限公司"
"[736119]","杭州市","杭州来客商务咨询有限公司"
"[736120]","杭州市","杭州蓝然环境技术有限公司"
"[736121]","杭州市","杭州雷鸟计算机软件有限公司"
"[736122]","杭州市","杭州联群科技有限公司"
"[736123]","杭州市","杭州龙华环境集成系统有限公司"
"[736124]","杭州市","杭州麦电机电设备有限公司"
"[736125]","杭州市","杭州悯农网络技术服务有限公司"
"[736126]","杭州市","杭州墨涵网络科技有限公司"
"[736127]","杭州市","杭州盘羊科技有限公司"
"[736128]","杭州市","杭州拼爱网络技术有限公司"
"[736129]","杭州市","杭州企明信息技术有限公司"
"[736130]","杭州市","杭州启元科技有限公司"
"[736131]","杭州市","杭州千卓文化创意有限公司"
"[736132]","杭州市","杭州钱神实业有限公司"
"[736133]","杭州市","杭州青梅网络科技有限公司"
"[736134]","杭州市","杭州荃对教育科技有限公司"
"[736135]","杭州市","杭州荣恒信息工程有限公司"
"[736136]","杭州市","杭州锐齐通信技术有限公司"
